AccidentUID;AccidentType;AccidentType_de;AccidentType_fr;AccidentType_it;AccidentType_en;AccidentSeverityCategory;AccidentSeverityCategory_de;AccidentSeverityCategory_fr;AccidentSeverityCategory_it;AccidentSeverityCategory_en;AccidentInvolvingPedestrian;AccidentInvolvingBicycle;AccidentInvolvingMotorcycle;RoadType;RoadType_de;RoadType_fr;RoadType_it;RoadType_en;AccidentLocation_CHLV95_E;AccidentLocation_CHLV95_N;Location;CantonCode;MunicipalityCode;MunicipalityName;AccidentYear;AccidentMonth;Month_Year;AccidentMonth_de;AccidentMonth_fr;AccidentMonth_it;AccidentMonth_en;AccidentWeekDay;AccidentWeekDay_de;AccidentWeekDay_fr;AccidentWeekDay_it;AccidentWeekDay_en;AccidentHour;AccidentHour_text
7AC848C68C6DBEECE05328B9D80A836C;at0;Schleuder- oder Selbstunfall;dérapage ou perte de maîtrise;Incidente di sbandamento o per colpa propria;Accident with skidding or self-accident;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2746981;1255753;47.43615035437693,9.387187432619498;SG;3203;St. Gallen;2018;9;2018-09;September;septembre;Settembre;01-09-01;aw405;Freitag;vendredi;Venerdì;01-01-05;02;02h-03h
7AB03FCCA6E6ABD0E05328B9D80AD47F;at6;Frontalkollision;collision frontale;Collisione frontale;Accident with head-on collision;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2743635;1252963;47.41180314011354,9.341949113637938;SG;3203;St. Gallen;2018;9;2018-09;September;septembre;Settembre;01-09-01;aw405;Freitag;vendredi;Venerdì;01-01-05;16;16h-17h
ED5864AAD0E800B6E0430A8394277DDA;at3;Abbiegeunfall;accident en quittant une route;Incidente nello svoltare;Accident when turning left or right;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;true;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2748138;1255666;47.435108641284216,9.4024907956924;SG;3203;St. Gallen;2013;10;2013-10;Oktober;octobre;Ottobre;01-10-01;aw405;Freitag;vendredi;Venerdì;01-01-05;16;16h-17h
FD1F82736ED60106E0430A839427257F;at8;Fussgängerunfall;accident impliquant des piétons;Incidente con pedoni;Accident involving pedestrian(s);as2;Unfall mit Schwerverletzten;accident avec blessés graves;Incidente con feriti gravi;Accident with severe injuries;true;false;false;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2748065;1256020;47.438307974880345,9.40164085126146;SG;3203;St. Gallen;2014;6;2014-06;Juni;juin;Giugno;01-06-01;aw403;Mittwoch;mercredi;Mercoledì;01-01-03;14;14h-15h
8ECD5C1EE1CB83D4E05328B9D80AE933;at0;Schleuder- oder Selbstunfall;dérapage ou perte de maîtrise;Incidente di sbandamento o per colpa propria;Accident with skidding or self-accident;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;true;rt439;andere;autre;Altro;Other;2746081;1254572;47.425732010735196,9.374874416095345;SG;3203;St. Gallen;2019;7;2019-07;Juli;juillet;Luglio;01-07-01;aw405;Freitag;vendredi;Venerdì;01-01-05;15;15h-16h
EBB41AFC9E50029CE0430A839427B292;at2;Auffahrunfall;accident par tamponnement;Incidente di tamponamento;Accident with rear-end collision;as2;Unfall mit Schwerverletzten;accident avec blessés graves;Incidente con feriti gravi;Accident with severe injuries;false;false;true;rt430;Autobahn;autoroute;Autostrada;Motorway;2743538;1254055;47.42164299543633,9.341015104585118;SG;3203;St. Gallen;2013;10;2013-10;Oktober;octobre;Ottobre;01-10-01;aw402;Dienstag;mardi;Martedì;01-01-02;18;18h-19h
78435ED959BE013CE0530A839427E245;at1;Überholunfall oder Fahrstreifenwechsel;accident lors d'un dépassement ou lors d'un changement de voie de circulation;Incidente di sorpasso o al cambiamento di corsia;Accident when overtaking or changing lanes;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2745660;1253780;47.41870415052562,9.369038202915696;SG;3203;St. Gallen;2018;9;2018-09;September;septembre;Settembre;01-09-01;aw403;Mittwoch;mercredi;Mercoledì;01-01-03;13;13h-14h
7AB18F150EE63623E05328B9D80A1819;at8;Fussgängerunfall;accident impliquant des piétons;Incidente con pedoni;Accident involving pedestrian(s);as2;Unfall mit Schwerverletzten;accident avec blessés graves;Incidente con feriti gravi;Accident with severe injuries;true;false;true;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2744935;1253532;47.41663432432132,9.35935327131922;SG;3203;St. Gallen;2018;9;2018-09;September;septembre;Settembre;01-09-01;aw404;Donnerstag;jeudi;Giovedì;01-01-04;12;12h-13h
EC3CC771432C0040E0430A839427B3B7;at8;Fussgängerunfall;accident impliquant des piétons;Incidente con pedoni;Accident involving pedestrian(s);as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;true;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2745299;1253579;47.41697666913378,9.364190470708179;SG;3203;St. Gallen;2013;11;2013-11;November;novembre;Novembre;01-11-01;aw401;Montag;lundi;Lunedí;;13;13h-14h
21E78A3C0D22019CE0530A8394271278;at5;Überqueren der Fahrbahn;accident en traversant une route;Incidente nell'attraversare la carreggiata;Accident when crossing the lane(s);as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;true;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2746026;1254608;47.42606790599709,9.37415747891547;SG;3203;St. Gallen;2015;8;2015-08;August;août;Agosto;01-08-01;aw401;Montag;lundi;Lunedí;;21;21h-22h
1F610005EE0B0160E0530A83942733BC;at8;Fussgängerunfall;accident impliquant des piétons;Incidente con pedoni;Accident involving pedestrian(s);as2;Unfall mit Schwerverletzten;accident avec blessés graves;Incidente con feriti gravi;Accident with severe injuries;true;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2745577;1253692;47.4179312704722,9.367909982544102;SG;3203;St. Gallen;2015;8;2015-08;August;août;Agosto;01-08-01;aw402;Dienstag;mardi;Martedì;01-01-02;07;07h-08h
7C0D200F57DD54B9E05328B9D80AB77E;at2;Auffahrunfall;accident par tamponnement;Incidente di tamponamento;Accident with rear-end collision;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2746832;1254814;47.427740780741935,9.38490412611667;SG;3203;St. Gallen;2018;10;2018-10;Oktober;octobre;Ottobre;01-10-01;aw406;Samstag;samedi;Sabato;01-01-06;20;20h-21h
7B3CEF3378F7CA90E05328B9D80AFBA6;at3;Abbiegeunfall;accident en quittant une route;Incidente nello svoltare;Accident when turning left or right;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;true;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2744787;1254015;47.421009756295334,9.357549253179833;SG;3203;St. Gallen;2018;10;2018-10;Oktober;octobre;Ottobre;01-10-01;aw402;Dienstag;mardi;Martedì;01-01-02;15;15h-16h
204025204B43024AE0530A839427A1C7;at2;Auffahrunfall;accident par tamponnement;Incidente di tamponamento;Accident with rear-end collision;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2748312;1255879;47.4369845784717,9.404867309008598;SG;3203;St. Gallen;2015;8;2015-08;August;août;Agosto;01-08-01;aw401;Montag;lundi;Lunedí;;06;06h-07h
CB0FB7A4B9D00098E0430A839427B925;at3;Abbiegeunfall;accident en quittant une route;Incidente nello svoltare;Accident when turning left or right;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;true;false;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2746404;1253885;47.41948317226692,9.378928731585797;SG;3203;St. Gallen;2012;9;2012-09;September;septembre;Settembre;01-09-01;aw405;Freitag;vendredi;Venerdì;01-01-05;17;17h-18h
2299D6BBFFBD010AE0530A8394273684;at0;Schleuder- oder Selbstunfall;dérapage ou perte de maîtrise;Incidente di sbandamento o per colpa propria;Accident with skidding or self-accident;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;true;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2745757;1254446;47.42467093781709,9.370540536870955;SG;3203;St. Gallen;2015;9;2015-09;September;septembre;Settembre;01-09-01;aw402;Dienstag;mardi;Martedì;01-01-02;21;21h-22h
9176F20789FAEBE0E05328B9D80AF463;at8;Fussgängerunfall;accident impliquant des piétons;Incidente con pedoni;Accident involving pedestrian(s);as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;true;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2747462;1254609;47.42575669377447,9.393183720329638;SG;3203;St. Gallen;2019;8;2019-08;August;août;Agosto;01-08-01;aw407;Sonntag;dimanche;Domenica;01-01-07;09;09h-10h
7A9B0D4779063F97E05328B9D80A6ECB;at2;Auffahrunfall;accident par tamponnement;Incidente di tamponamento;Accident with rear-end collision;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;true;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2740475;1252446;47.407836405108725,9.299928993722173;SG;3203;St. Gallen;2018;10;2018-10;Oktober;octobre;Ottobre;01-10-01;aw402;Dienstag;mardi;Martedì;01-01-02;16;16h-17h
9254507ABB2BDDB0E05328B9D80A0C5F;at8;Fussgängerunfall;accident impliquant des piétons;Incidente con pedoni;Accident involving pedestrian(s);as2;Unfall mit Schwerverletzten;accident avec blessés graves;Incidente con feriti gravi;Accident with severe injuries;true;false;false;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2747748;1257094;47.44803583099471,9.397795421355056;SG;3203;St. Gallen;2019;8;2019-08;August;août;Agosto;01-08-01;aw402;Dienstag;mardi;Martedì;01-01-02;16;16h-17h
7B3CEF3378ADCA90E05328B9D80AFBA6;at0;Schleuder- oder Selbstunfall;dérapage ou perte de maîtrise;Incidente di sbandamento o per colpa propria;Accident with skidding or self-accident;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;true;false;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2743107;1252405;47.40690087058733,9.334776570704308;SG;3203;St. Gallen;2018;10;2018-10;Oktober;octobre;Ottobre;01-10-01;aw405;Freitag;vendredi;Venerdì;01-01-05;06;06h-07h
CCF5126AAA75017EE0430A83942779BF;at5;Überqueren der Fahrbahn;accident en traversant une route;Incidente nell'attraversare la carreggiata;Accident when crossing the lane(s);as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2748936;1256485;47.442292296826075,9.413338676656888;SG;3203;St. Gallen;2012;9;2012-09;September;septembre;Settembre;01-09-01;aw401;Montag;lundi;Lunedí;;07;07h-08h
CC63F7D8C1DF01DEE0430A8394274A1C;at2;Auffahrunfall;accident par tamponnement;Incidente di tamponamento;Accident with rear-end collision;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2743133;1252776;47.41023107223578,9.335239757311527;SG;3203;St. Gallen;2012;9;2012-09;September;septembre;Settembre;01-09-01;aw405;Freitag;vendredi;Venerdì;01-01-05;15;15h-16h
01FF9F60AEA00038E0530A8394277A4D;at8;Fussgängerunfall;accident impliquant des piétons;Incidente con pedoni;Accident involving pedestrian(s);as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;true;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2746036;1254492;47.42502268914227,9.37425204154054;SG;3203;St. Gallen;2014;7;2014-07;Juli;juillet;Luglio;01-07-01;aw407;Sonntag;dimanche;Domenica;01-01-07;01;01h-02h
92AABF0C39C3C3ADE05328B9D80A3736;at3;Abbiegeunfall;accident en quittant une route;Incidente nello svoltare;Accident when turning left or right;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2743542;1253287;47.4147366692234,9.340821329966367;SG;3203;St. Gallen;2019;8;2019-08;August;août;Agosto;01-08-01;aw404;Donnerstag;jeudi;Giovedì;01-01-04;18;18h-19h
032B8DC3B0820198E0530A8394277CEF;at1;Überholunfall oder Fahrstreifenwechsel;accident lors d'un dépassement ou lors d'un changement de voie de circulation;Incidente di sorpasso o al cambiamento di corsia;Accident when overtaking or changing lanes;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt430;Autobahn;autoroute;Autostrada;Motorway;2746091;1255158;47.43099872215049,9.37519861587951;SG;3203;St. Gallen;2014;8;2014-08;August;août;Agosto;01-08-01;aw405;Freitag;vendredi;Venerdì;01-01-05;18;18h-19h
7CE3A6227E7F6359E05328B9D80AD8F2;at0;Schleuder- oder Selbstunfall;dérapage ou perte de maîtrise;Incidente di sbandamento o per colpa propria;Accident with skidding or self-accident;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;true;false;false;rt439;andere;autre;Altro;Other;2745823;1254125;47.42177008532417,9.371310169178352;SG;3203;St. Gallen;2018;11;2018-11;November;novembre;Novembre;01-11-01;aw402;Dienstag;mardi;Martedì;01-01-02;09;09h-10h
023ED967B3310130E0530A8394274410;at1;Überholunfall oder Fahrstreifenwechsel;accident lors d'un dépassement ou lors d'un changement de voie de circulation;Incidente di sorpasso o al cambiamento di corsia;Accident when overtaking or changing lanes;as2;Unfall mit Schwerverletzten;accident avec blessés graves;Incidente con feriti gravi;Accident with severe injuries;false;true;false;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2745605;1254010;47.420784340775505,9.368384558471828;SG;3203;St. Gallen;2014;8;2014-08;August;août;Agosto;01-08-01;aw405;Freitag;vendredi;Venerdì;01-01-05;18;18h-19h
010BF6EE282F0194E0530A839427635B;at4;Einbiegeunfall;accident en s'engageant sur une route;Incidente nell’immettersi in una strada;Accident when turning-into main road;as2;Unfall mit Schwerverletzten;accident avec blessés graves;Incidente con feriti gravi;Accident with severe injuries;false;false;true;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2744852;1254034;47.42116629080933,9.358416542870298;SG;3203;St. Gallen;2014;8;2014-08;August;août;Agosto;01-08-01;aw407;Sonntag;dimanche;Domenica;01-01-07;14;14h-15h
0211A5FE202B0036E0530A83942708AB;at2;Auffahrunfall;accident par tamponnement;Incidente di tamponamento;Accident with rear-end collision;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2743887;1253442;47.416055022665375,9.34544133214672;SG;3203;St. Gallen;2014;8;2014-08;August;août;Agosto;01-08-01;aw402;Dienstag;mardi;Martedì;01-01-02;13;13h-14h
7D701E5B04349BE2E05328B9D80A6FFC;at8;Fussgängerunfall;accident impliquant des piétons;Incidente con pedoni;Accident involving pedestrian(s);as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;true;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2742713;1252552;47.408308155692346,9.329605085900054;SG;3203;St. Gallen;2018;11;2018-11;November;novembre;Novembre;01-11-01;aw406;Samstag;samedi;Sabato;01-01-06;12;12h-13h
02C5D50D1E6801E6E0530A839427C251;at4;Einbiegeunfall;accident en s'engageant sur une route;Incidente nell’immettersi in una strada;Accident when turning-into main road;as2;Unfall mit Schwerverletzten;accident avec blessés graves;Incidente con feriti gravi;Accident with severe injuries;false;true;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2742529;1252482;47.40771861029286,9.327145663593166;SG;3203;St. Gallen;2014;8;2014-08;August;août;Agosto;01-08-01;aw405;Freitag;vendredi;Venerdì;01-01-05;03;03h-04h
24ABEF6C61EA0072E0530A8394272E20;at0;Schleuder- oder Selbstunfall;dérapage ou perte de maîtrise;Incidente di sbandamento o per colpa propria;Accident with skidding or self-accident;as2;Unfall mit Schwerverletzten;accident avec blessés graves;Incidente con feriti gravi;Accident with severe injuries;false;true;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2745304;1254136;47.42198377887212,9.364437883750945;SG;3203;St. Gallen;2015;10;2015-10;Oktober;octobre;Ottobre;01-10-01;aw404;Donnerstag;jeudi;Giovedì;01-01-04;00;00h-01h
029F7B5B5ACE01EEE0530A8394277D4D;at4;Einbiegeunfall;accident en s'engageant sur une route;Incidente nell’immettersi in una strada;Accident when turning-into main road;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2740655;1252436;47.40770805559056,9.30230996094444;SG;3203;St. Gallen;2014;8;2014-08;August;août;Agosto;01-08-01;aw401;Montag;lundi;Lunedí;;06;06h-07h
7F2AB1C59EC4A9AEE05328B9D80A430A;at0;Schleuder- oder Selbstunfall;dérapage ou perte de maîtrise;Incidente di sbandamento o per colpa propria;Accident with skidding or self-accident;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;true;false;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2747015;1255911;47.43756338210792,9.387690025710713;SG;3203;St. Gallen;2018;11;2018-11;November;novembre;Novembre;01-11-01;aw403;Mittwoch;mercredi;Mercoledì;01-01-03;06;06h-07h
06E35415B86601F4E0530A8394272291;at3;Abbiegeunfall;accident en quittant une route;Incidente nello svoltare;Accident when turning left or right;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;true;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2744625;1254149;47.42225022548834,9.355446440857714;SG;3203;St. Gallen;2014;8;2014-08;August;août;Agosto;01-08-01;aw402;Dienstag;mardi;Martedì;01-01-02;08;08h-09h
7E9E6196FFCA7E22E05328B9D80AE147;at8;Fussgängerunfall;accident impliquant des piétons;Incidente con pedoni;Accident involving pedestrian(s);as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;true;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2745852;1254526;47.42536920014148,9.371825315862319;SG;3203;St. Gallen;2018;12;2018-12;Dezember;décembre;Dicembre;01-12-01;aw401;Montag;lundi;Lunedí;;09;09h-10h
28ADA154C3400122E0530A839427F1B4;at6;Frontalkollision;collision frontale;Collisione frontale;Accident with head-on collision;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2745077;1253451;47.415874735867504,9.361208046448867;SG;3203;St. Gallen;2015;10;2015-10;Oktober;octobre;Ottobre;01-10-01;aw403;Mittwoch;mercredi;Mercoledì;01-01-03;09;09h-10h
7EA1B6175FB48D51E05328B9D80A658F;at4;Einbiegeunfall;accident en s'engageant sur une route;Incidente nell’immettersi in una strada;Accident when turning-into main road;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2740011;1252379;47.407332811233616,9.293762270693081;SG;3203;St. Gallen;2018;12;2018-12;Dezember;décembre;Dicembre;01-12-01;aw402;Dienstag;mardi;Martedì;01-01-02;06;06h-07h
7C649876C68E0C44E05328B9D80A9FD0;at3;Abbiegeunfall;accident en quittant une route;Incidente nello svoltare;Accident when turning left or right;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;true;false;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2747609;1255487;47.433618089896804,9.395421580066117;SG;3203;St. Gallen;2018;12;2018-12;Dezember;décembre;Dicembre;01-12-01;aw402;Dienstag;mardi;Martedì;01-01-02;07;07h-08h
24E84FF0CE890140E0530A839427DDE3;at3;Abbiegeunfall;accident en quittant une route;Incidente nello svoltare;Accident when turning left or right;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;true;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2748428;1255961;47.43769570154558,9.406431794250663;SG;3203;St. Gallen;2015;10;2015-10;Oktober;octobre;Ottobre;01-10-01;aw406;Samstag;samedi;Sabato;01-01-06;13;13h-14h
961BF96666951E89E05328B9D80AFF32;at0;Schleuder- oder Selbstunfall;dérapage ou perte de maîtrise;Incidente di sbandamento o per colpa propria;Accident with skidding or self-accident;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;true;false;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2743072;1252400;47.40686352024135,9.334311404987014;SG;3203;St. Gallen;2019;9;2019-09;September;septembre;Settembre;01-09-01;aw403;Mittwoch;mercredi;Mercoledì;01-01-03;07;07h-08h
2585D9A8CF180050E0530A8394274F7A;at8;Fussgängerunfall;accident impliquant des piétons;Incidente con pedoni;Accident involving pedestrian(s);as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;true;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2744424;1253724;47.4184730032728,9.352646091714389;SG;3203;St. Gallen;2015;10;2015-10;Oktober;octobre;Ottobre;01-10-01;aw406;Samstag;samedi;Sabato;01-01-06;17;17h-18h
022B86A3A2C301C4E0530A83942778FF;at2;Auffahrunfall;accident par tamponnement;Incidente di tamponamento;Accident with rear-end collision;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt430;Autobahn;autoroute;Autostrada;Motorway;2748596;1256120;47.43908738528098,9.408711070529803;SG;3203;St. Gallen;2014;8;2014-08;August;août;Agosto;01-08-01;aw402;Dienstag;mardi;Martedì;01-01-02;17;17h-18h
97202DB484CD9DF1E05328B9D80AC6E2;at2;Auffahrunfall;accident par tamponnement;Incidente di tamponamento;Accident with rear-end collision;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt430;Autobahn;autoroute;Autostrada;Motorway;2748613;1256116;47.43904758066766,9.408935029889731;SG;3203;St. Gallen;2019;9;2019-09;September;septembre;Settembre;01-09-01;aw404;Donnerstag;jeudi;Giovedì;01-01-04;17;17h-18h
7F2AB1C5F92FA9AEE05328B9D80A430A;at8;Fussgängerunfall;accident impliquant des piétons;Incidente con pedoni;Accident involving pedestrian(s);as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;true;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2748420;1255944;47.43754465526765,9.406320125461656;SG;3203;St. Gallen;2018;12;2018-12;Dezember;décembre;Dicembre;01-12-01;aw407;Sonntag;dimanche;Domenica;01-01-07;02;02h-03h
7E38B7379615AD15E05328B9D80A2140;at0;Schleuder- oder Selbstunfall;dérapage ou perte de maîtrise;Incidente di sbandamento o per colpa propria;Accident with skidding or self-accident;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2740226;1251283;47.39743220814391,9.296266125750105;SG;3203;St. Gallen;2018;12;2018-12;Dezember;décembre;Dicembre;01-12-01;aw401;Montag;lundi;Lunedí;;06;06h-07h
029F7B5B580D01EEE0530A8394277D4D;at1;Überholunfall oder Fahrstreifenwechsel;accident lors d'un dépassement ou lors d'un changement de voie de circulation;Incidente di sorpasso o al cambiamento di corsia;Accident when overtaking or changing lanes;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt430;Autobahn;autoroute;Autostrada;Motorway;2745085;1254664;47.42677955207156,9.361708010927716;SG;3203;St. Gallen;2014;8;2014-08;August;août;Agosto;01-08-01;aw405;Freitag;vendredi;Venerdì;01-01-05;13;13h-14h
80D6E5DC6202E84AE05328B9D80A728D;at2;Auffahrunfall;accident par tamponnement;Incidente di tamponamento;Accident with rear-end collision;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2745266;1253217;47.41372905885856,9.363635616300638;SG;3203;St. Gallen;2018;12;2018-12;Dezember;décembre;Dicembre;01-12-01;aw406;Samstag;samedi;Sabato;01-01-06;13;13h-14h
24E8F506C21000A6E0530A839427C497;at4;Einbiegeunfall;accident en s'engageant sur une route;Incidente nell’immettersi in una strada;Accident when turning-into main road;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2743201;1252801;47.41044107124591,9.336148465256983;SG;3203;St. Gallen;2015;11;2015-11;November;novembre;Novembre;01-11-01;aw402;Dienstag;mardi;Martedì;01-01-02;22;22h-23h
96332AD8CF8C48A9E05328B9D80A7EF1;at0;Schleuder- oder Selbstunfall;dérapage ou perte de maîtrise;Incidente di sbandamento o per colpa propria;Accident with skidding or self-accident;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2747137;1255636;47.435063506941674,9.389216147819548;SG;3203;St. Gallen;2019;9;2019-09;September;septembre;Settembre;01-09-01;aw407;Sonntag;dimanche;Domenica;01-01-07;07;07h-08h
7FCCD780F3D514CEE05328B9D80AB621;at8;Fussgängerunfall;accident impliquant des piétons;Incidente con pedoni;Accident involving pedestrian(s);as2;Unfall mit Schwerverletzten;accident avec blessés graves;Incidente con feriti gravi;Accident with severe injuries;true;false;false;rt432;Hauptstrasse;route principale;Strada principale;Principal road;2747544;1255208;47.43112410021927,9.394468061839538;SG;3203;St. Gallen;2018;12;2018-12;Dezember;décembre;Dicembre;01-12-01;aw402;Dienstag;mardi;Martedì;01-01-02;06;06h-07h
2581290E13FB01ACE0530A839427F92F;at0;Schleuder- oder Selbstunfall;dérapage ou perte de maîtrise;Incidente di sbandamento o per colpa propria;Accident with skidding or self-accident;as3;Unfall mit Leichtverletzten;accident avec blessés légers;Incidente con feriti leggeri;Accident with light injuries;false;true;false;rt433;Nebenstrasse;route secondaire;Strada secondaria;Minor road;2747027;1255262;47.43172534978636,9.387635322239351;SG;3203;St. Gallen;2015;11;2015-11;November;novembre;Novembre;01-11-01;aw404;Donnerstag;jeudi;Giovedì;01-01-04;13;13h-14h
